Who did Ford nominate for Vice President?,Nelson Rockefeller,
Was Ford active about Vietnamese affairs?,No,
hard,hard,
Was Ford active about Vietnamese affairs?,Yes,
Had Ford's wife married before?,Yes,
Had Ford's wife married before?,No,
Is Ford related with the assassination of John F. Kennedy?,Yes,
Was Gerald Ford the 38th President of the United States?,yes,
Was Gerald Ford the 38th President of the United States?,yes,
Did Gerald Ford serve as the Republican Minority Leader of the House of Representatives?,yes,
Did Gerald Ford serve as the Republican Minority Leader of the House of Representatives?,yes,
Was Ford an Eagle Scout?,yes,
Was Ford an Eagle Scout?,yes,
What district was Ford elected from?,Michigan's 5th congressional district,
What district was Ford elected from?,Michigan's 5th congressional district,
How many Eagle Scouts were involved in Ford's funeral procession?,400,
How many Eagle Scouts were involved in Ford's funeral procession?,About 400,
Which future Heisman Trophy winner did Ford tackle?,Jay Berwanger,
Which future Heisman Trophy winner did Ford tackle?,Jay Berwanger,
Has another US President been an Eagle Scout?,no,
Has another US President been an Eagle Scout?,no,
Did Ford need to do extra work to pay for college?,yes,
Did Ford need to do extra work to pay for college?,yes,
Have more than five Presidents lived past the age of 90?,no,
Have more than five Presidents lived past the age of 90?,no,
How do kwajalein and eniwetok relate?,The Monterey supported landings at both locations.,
What did Ford receive on April 13,,
Was Ford released from the hospital?,Yes.,
Was Ford interred at his Presidential Museum in Grand Rapids,,
Is Ford one of only four former Presidents to live to 90 or more years of age ?,Yes.,
Was Ford the last surviving member of the Warren Commission ?,Yes.,
Did Grand Rapids supporters not urge him to take on Bartel J. Jonkman ,,
Did they not claim Ford 's pardon was quid pro quo in exchange for Nixon 's resignation ?,They did claim Ford's pardon was quid pro quo.,
Does Ghana have twice the per capita output of the poorer countries in West Africa?,yes,
Does Ghana have twice the per capita output of the poorer countries in West Africa?,yes,
Is English Ghana's official language?,yes,
Is English Ghana's official language?,yes,
Did the Dutch build the Elmina Castle?,No,
Did the Dutch build the Elmina Castle?,no,
When did Ghana achieve independence from the United Kingdom?,1957,
When did Ghana achieve independence from the United Kingdom?,1957,
How many regions is Ghana divided into?,10,
How many regions is Ghana divided into?,10,
Who is the head of state of Ghana?,President John Agyekum Kofuor,
Who is the head of state of Ghana?,John Agyekum Kufuor,
What is the dominant religion in Ghana?,Christian,
What is the dominant religion in Ghana?,christian,
What are the two subfamilies of the Native Ghanaian languages?,Kwa and Gur,
What are the two subfamilies of the Native Ghanaian languages?,Kwa and Gur,
What is the weather like at Lake Volta?,Warm and comparatively dry,
What is the weather like at Lake Volta?,warm and comparatively dry,
Is Ghana in Asia?,no,
Is Ghana in Asia?,No,
Is English the official language?,yes,
Is English the official language?,Yes,
Is Ghana's head of state John Agyekum Kufuor?,yes,
Is Ghana's head of state John Agyekum Kufuor?,Yes,
What does the word Ghana mean?,warrior king,
What does the word Ghana mean?,Warrior King,
Who was Kwame Nkrumah?,founder and first president,
Who was Kwame Nkrumah?,founder and first president of the modern Ghanaian state,
Where is old Ghana in relation to present Ghana?,500 miles north,
Where is old Ghana in relation to present Ghana?,500 miles north of the present Ghana,
Who makes up Ghana's Parliament?,the New Patriotic Party and National Democratic Congress,
Who makes up Ghana's Parliament?,the New Patriotic Party and National Democratic Congress,
What European countries established states in Ghana?,The UK,
What European countries established states in Ghana?,Portugual,
What was Wagadugu?,NULL,
What was controlled by Sundiata in 1240 AD,,
What connected the Akans to this Empire?,NULL,
Is it true that anecdotal evidence connected the akans to this empire?,NULL,
Is it true that the portuguese came to ghana in the 15th century?,NULL,
Is it true that agricultural expansion marked the period before 500?,NULL,
What did Ghana capture in 1642?,NULL,
Is The Parliament of Ghana unicameral?,NULL,
Is Medieval Ghana (4th- 13th Century): The Republic of Ghana is named after the medieval Ghana Empire of West Africa. named after the medieval Ghana Empire of West Africa?,NULL,
What was on March?,NULL,
,NULL,
,NULL,
The coastline is what?,NULL,
Ghana 's spending on education has what?,NULL,
Who sits at Osu Castle ?,NULL,
Is all teaching done in English ,,
Are Native Ghanaian languages divided into two linguistic subfamilies of the Niger-Congo language family ?,NULL,
Are more than 100 languages and dialects spoken in Ghana ?,NULL,
Had the tax regime which started in 1998 a single rate but since September 2007 entered into a multiple rate regime ?,NULL,
Did European and other : 0.2 % Religions : Christian 63 % ,,
Does this not allow retailers of taxable goods under Act 546 to charge a marginal 3 % on their sales and account on same to the VAT Service ?,NULL,
Is the republic of ghana a country in west africa?,NULL,
What happened with the portuguese in the 15th century?,NULL,
Is the old ghana 500 miles?,NULL,
Does the Gray Wolf share an ancestry with the domestic dog?,Yes,
Does the Gray Wolf share an ancestry with the domestic dog?,Yes.,
Do wolf pups tend to have darker fur than adults?,Yes,
Do wolf pups tend to have darker fur than adults?,Yes,
Do wolves leave their pack?,Yes,
Do wolves leave their pack?,They leave their birth pack when they reach sexual maturity,
What kinds of coats do wolves have?,bulky coats with two layers,
What kinds of coats do wolves have?,Tough guard hairs that repel water and dirt,
Where do wolves have scent glands?,Helping the woldf to effectively navigate over large expanses while concurrently keeping others informed of its whereabouts.,
Where do wolves have scent glands?,between a wolf's toes,
How much do wolves weigh?,typically varies between 32 and 62 kilograms,
How much do wolves weigh?,between 32 and 68 kilograms ,
Why do wolves howl?,Howling helps pack members keep in touch,
Why do wolves howl?,To pack members keep in touch,
What is surplus killing?,Surplus killing is defined as the killing of several prey animals too numerous to eat at one sitting.,
What is surplus killing?,the killing of several prey animals too numerous to eat at one sitting,
Are Gray Wolves native to North America?,Yes,
Are Gray Wolves native to North America?,No. Current theory suggests that it's from Eurasia,
Is the Gray Wolf a mammal?,Yes,
Is the Gray Wolf a mammal?,Yes,
Are a wolf's teeth its main weapons?,Yes,
Are a wolf's teeth its main weapons?,Yes,
Are wolves built for stamina?,Yes,
Are wolves built for stamina?,Yes,
Where is the largest gray wolf population thought to be found?,Kazakhstan,
Where is the largest gray wolf population thought to be found?,Kazakhstan,
To what genus does the gray wolf belong?,Canis,
To what genus does the gray wolf belong?,Canis,
When do wolves molt?,Late Spring or Early Summer,
When do wolves molt?,late spring or early summer,
Why is it beneficial for alpha males and females to forcefully prevent other wolves from mating?,A pack can only suppport one littler per year,
Why is it beneficial for alpha males and females to forcefully prevent other wolves from mating?,The pack tension rises as each mature wolf feels urged to mate,
What type of tools do biologists use to capture wolves for tagging?,Darting and Foot hold traps.,
What type of tools do biologists use to capture wolves for tagging?,Darting and foot hold traps,
Forward,,
Forward,,
Was Grover Cleveland born in New York?,no,
Was Grover Cleveland born in New York?,no,
Did Grover Cleveland win the 1884 election?,yes,
Did Grover Cleveland win the 1884 election?,yes,
Did Grover Cleveland support women's suffrage?,No,
Did Grover Cleveland support women's suffrage?,no,
Where was Grover Cleveland married?,In the White House,
Where was Grover Cleveland married?,in the Blue Room in the White House,
What did Cleveland die from?,A heart attack,
What did Cleveland die from?,a heart attack,
How many years after Cleveland left office did the U.S. win the Spanish-American War?,One Year,
How many years after Cleveland left office did the U.S. win the Spanish-American War?,one,
What did Cleveland's opponents say in 1884 to counter his innocent image?,That he had fathered an illegitimate child,
What did Cleveland's opponents say in 1884 to counter his innocent image?,that he had fathered an illegitimate child while he was a lawyer in Buffalo,
Who did Cleveland run against in 1884?,former Senator James G. Blaine of Maine,
Who did Cleveland run against in 1884?,James G. Blaine,
Why did Cleveland want to hide his cancer surgery from the public?,To avoid further market panic,
Why did Cleveland want to hide his cancer surgery from the public?,because of the financial depression of the country,
Was Grover Cleveland the twenty-seventh president of the United States?,No.,
Was Grover Cleveland the twenty-seventh president of the United States?,No.,
Is Grover Cleveland honest?,Yes.,
Is Grover Cleveland honest?,Yes.,
Was Grover Cleveland married in the whitehouse?,Yes.,
Was Grover Cleveland married in the whitehouse?,Yes.,
When was he elected sheriff of Erire County,,
When was he elected sheriff of Erire County,,
When did he die?,June 24 1908,
When did he die?,1908,
Which election did Grover Cleveland win?,1884 and 1892 presidential elections,
Who were Grover Cleveland's parents?,Cleveland was born in Caldwell,
Who were Grover Cleveland's parents?,Reverend Richard Cleveland and Anne Neal.,
How many children did Grover Cleveland have?,5,
How many children did Grover Cleveland have?,Six.,
Who lost control of his party to the agrarians and silverites in 1896?,Grover Cleveland,
Is it true that he sent in federal troops to chicago?,yes,
Was Cleveland born in Caldwell,,
Was Grover Cleveland elected Sheriff of Erie County,,
Was Cleveland 's portrait on the U.S. $ 1000 bill from 1928 to 1946 ?,yes,
Is he buried in the Princeton Cemetery of the Nassau Presbyterian Church ?,yes,
Did the Department of the Interior not charge that the rights of way for this land must be returned to the public because the railroads failed to extend their lines according to agreements ?,yes,
Did the team ,,
He became chief engineer in the Department of Bridges and Highways in what year?,in 1894,
What led Becquerel to investigate the spontaneous emission of nuclear radiation?,phographic plates being fully exposed,
Is it true that he married louise désirée lorieux in 1890?,yes,
Is it true that he shared the nobel prize in physics?,yes,
When did he marry louise désirée lorieux?,1890,
Was Becquerel elected Permanent Secretary of the Académie des Sciences?,yes,
Was Becquerel born in Paris into a family which,,
Who won the 1903 Nobel Prize in Physics for discovering radioactivity ?,Henri Becquerel,
Did he not die at the age of 55 in Le Croisic ?,Yes he died at the age of 55,
Did one places between the phosphorescent substance and the paper a piece of money or a metal screen not pierce with a cut-out design ?,yes,
What happened in 1896?, Becquerel accidentally discovered radioactivity.,
What happened with a bromide emulsion in two sheets of very thick black paper?,the plate does not become clouded upon being exposed to the sun for a day,
Is there a becquerel crater on the moon and a becquerel crater on mars?,yes,
Are the Javanese the largest and politically dominant ethnic group in Indonesia?,yes,
Are the Javanese the largest and politically dominant ethnic group in Indonesia?,Yes,
Is Indonesia a monarchy with a presidential system?,no,
Is Indonesia a monarchy with a presidential system?,No,
Did the Japanese invasion and subsequent occupation during WWII end Dutch rule?,yes,
Did the Japanese invasion and subsequent occupation during WWII end Dutch rule?,Yes,
In what year did East Timor secede from Indonesia?,1999,
In what year did East Timor secede from Indonesia?,1999,
When did Islam become the dominant religion in Java and Sumatra?,the end of the 16th century,
When did Islam become the dominant religion in Java and Sumatra?,by the end of the 16th century,
Does Indonesia have the world's hightest level of biodiversity?,no,
Does Indonesia have the world's hightest level of biodiversity?,No,
Was Indonesia named after it became an independent country?,no,
Was Indonesia named after it became an independent country?,No,
Why did Indonesia break off relations with the People's Republic of China?,because of anti-communist purges early in the Suharto era,
Why did Indonesia break off relations with the People's Republic of China?,anti-communist purges early in the Suharto era,
Which spice originally attracted Europeans to Indonesia?,nutmeg,
Which spice originally attracted Europeans to Indonesia?,nutmeg,
What is Jakarta?,Indonesia's special capital region,
What shares land borders with Papua New Guinea,,
What are the largest and politically dominant ethnic group?,the Javanese,
What happens when the srivijaya kingdom formed trade links?,The indonesian archipelago became an important trade region,
Is it true that indonesia has vast areas of wilderness?,yes,
Is Indonesia a republic?,yes,
Are Sports in Indonesia generally male-orientated?,yes,
Is Indonesia the world's largest archipelagic state?,yes,
Are sports in Indonesia generally male-orientated and spectator sports are often associated with illegal gambling ?,yes,
Is Pencak Silat an Indonesian martial art ?,yes,
Has Indonesia the world 's largest Muslim population ?,yes,
Who has its own political legislature and governor ?,each province,
Is it the world 's largest archipelagic state?,yes,
Is it the world 's fourth most populous country and the most populous muslim-majority nation?,yes,
Is indonesia a republic?,yes,
What Eves?,NULL,
What are a rumors that he remained a virgin?,NULL,
Who was,,
Is it true that newton saw god as the master creator?,NULL,
Is it true that he acquired a circle of admirers?,NULL,
Is it true that this contained the beginnings of the laws of motion?,NULL,
What did Isaac Newton place at 3 April,,
Was Newton outraged?,NULL,
Was Newton born three months after the death of his father?,NULL,
What died in London?,NULL,
What was against William?,NULL,
What quartered on March?,NULL,
NOTTTT  FOUND,NULL,
,NULL,
,NULL,
Were the two in a dispute over optical discoveries at the time ?,NULL,
"Are Various trees claimed to be "" the "" apple tree which Newton describes ?",NULL,
Was Newton outraged ,,
Was this study cast into doubt when it was later found that Newton himself wrote the study 's concluding remarks on Leibniz ?,NULL,
Did Newton not entertain `` a passion '' for Storer while he lodged at the Clarke house ?,NULL,
Does # Newton not  Third Law states that for every action there is an equal and opposite reaction ?,NULL,
What happened at the time of newton 's birth?,NULL,
What happened from school?,NULL,
What happened on those of aristotle?,NULL,
Is James Monrow the fifth president of US?,Yes,
Is James Monrow the fifth president of US?,Yes.,
What is the first word on the page?,James,
What is the first word on the page?,James_Monroe,
What is the first number on the page?,28,
What is the first number on the page?,28,
When did Monroe's presidency expired?,Mar-04,
When did Monroe's presidency expired?,Mar-04,
What is Monroe's father's name?,Spence,
What is Monroe's father's name?,Spence Monroe.,
What is Monroe's daughter's name?,Maria Hester Monroe Gouverneur,
What is Monroe's daughter's name?,Maria Hester Monroe Gouverneur,
"What does ""Era of Good Feelings"" refers to?",Reduced tension,
"What does ""Era of Good Feelings"" refers to?",Monroe allowed his political base to decay,
Did Monroe' wedding happen at the Trinity Church in New York?,Yes,
Did Monroe' wedding happen at the Trinity Church in New York?,Yes,
What is Monroe Doctrine?,A doctrine declaring U.S. opposition to European interference in the Americas.,
What is Monroe Doctrine?,In it,
Was James Monroe President of the United States?,yes,
Was James Monroe President of the United States?,Yes,
Did James Monroe attend the College of William and Mary?,yes,
Did James Monroe attend the College of William and Mary?,Yes,
Did James Monroe fight in the Continental Army?,yes,
Did James Monroe fight in the Continental Army?,Yes,
Where was James Monroe born?,Westmoreland County,
Where was James Monroe born?,Westmoreland County,
Where was James Monroe shot?,at the Battle of Trenton,
Where was James Monroe shot?,The Battle of Trenton,
Who did James Monroe marry?,Elizabeth Kortright,
Who did James Monroe marry?,Elizabeth Kortright,
What did James Monroe do before being elected governor?,He practiced law in Virginia.,
What did James Monroe do before being elected governor?,He practiced law,
In which years were John Monroe elected as President?,1817-1825,
In which years were John Monroe elected as President?,1817-1825,
Who was John Monroe standing behind in the painting of  Washington Crossing the Delaware?,George Washington,
Who was John Monroe standing behind in the painting of  Washington Crossing the Delaware?,George Washington,
When was James Monroe appointed to Secretary of War?,1814,
When was James Monroe appointed to Secretary of War?,NULL,
When did James Monroe die?,Jul-04,
When did James Monroe die?,NULL,
When did James Monroe graduate from William and Mary?,1776,
When did James Monroe graduate from William and Mary?,NULL,
When was James Monroe elected president?,Monroe was elected president in the election of 1816,
When was James Monroe elected president?,NULL,
Which property did James Monroe sell in 1817?,Monroe Hill on the grounds of the University of Virginia.,
Which property did James Monroe sell in 1817?,NULL,
When did James Monroe introduce the Monroe Doctrine?,Dec-02,
When did James Monroe introduce the Monroe Doctrine?,NULL,
Who did James Monroe live with in New York City?,His daughter Maria Hester Monroe Gouverneur,
Who did James Monroe live with in New York City?,NULL,
What did James Monroe's letters not contain?,No letters survive in which he might have discussed his religious beliefs.,
What did James Monroe's letters not contain?,NULL,
What was the result of the rejection of the Jay Treaty?,As a result,
What was the result of the rejection of the Jay Treaty?,NULL,
Who is depicted holding the flag in the famous painting of Washington Crossing the Delaware?,Monroe,
What dwindled and eventually died out,,
Is it true that he practiced law in fredericksburg?,yes,
What did James Monroe make in 1817?,two long tours,
Was Monroe anticlerical?,no,
Was Monroe appointed Minister to France from 1794 to 1796?,yes,
What expired on March?,Monroe's presidency,
Had Monroe racked up many debts during his years of public life ?,yes,
Who dismantled partisan and sectional coalitions ?,many congressmen,
Had Monroe racked up many debts during his years of public life ?,yes,
What happened in 1811?,Monroe returned to the Virginia House of Delegates and was elected to another term as governor of Virginia,
What happened in the election of 1816?,Monroe was elected president,
Who died in childbirth in 1772?,Margaret Miller,
Who died in 1832?,Margaret Miller.,
Is watt commemorated by statuary in George Square,,
Was watt a gentleman,,
Was watt a fellow of the Royal Society of Edinburgh and the Royal Society of London?,Yes.,
Four years after opening his shop ,,
Was Watt ranked 22nd in Michael H. Hart 's list of the most influential figures in history ?,Yes.,
Did John Adams represent the Continental Congress in Europe?,Yes.,
Did John Adams represent the Continental Congress in Europe?,yes,
Was Adams raised Congregationalist?,Yes.,
Was Adams raised Congregationalist?,yes,
Was Adams an opponent of the Stamp Act?,Yes.,
Was Adams an opponent of the Stamp Act?,yes,
When did Adams graduate from college?,1755,
When did Adams graduate from college?,1755,
Who was on the committee with Adams to draft  a Declaration of Independence?,Thomas Jefferson,
Who was on the committee with Adams to draft  a Declaration of Independence?,Thomas Jefferson,
What did Jefferson call John Adams?,"The ""Colossus of Independence"".",
What did Jefferson call John Adams?,Colossus of Independence,
What was Adams' political party?,The Federalist Party.,
What was Adams' political party?,Federalist,
Was Adams the first to introduce a bicameral legislature?,Yes.,
Was Adams the first to introduce a bicameral legislature?,yes,
Did John Adams get along with Alexander Hamilton?,No.,
Did John Adams get along with Alexander Hamilton?,no,
Did John Adams go to Harvard? ,yes,
Did John Adams go to Harvard? ,Yes,
Did John Adams support the Stamp Act of 1765?,No,
Did John Adams support the Stamp Act of 1765?,No,
Is Adams' birthplace part of a national park?,yes,
Is Adams' birthplace part of a national park?,Yes,
When did John Adams serve as Vice President?,1789-1797,
When did John Adams serve as Vice President?,1789-1797,
With what party did Adams run for presidency?,The Federalist Party,
With what party did Adams run for presidency?,The Federalist Party,
Where is Adams buried?,United First Parish Church,
Where is Adams buried?,United First Parish Church,
Who were the midnight judges?,They were a series of judges,
Who were the midnight judges?,They were judges formally appointed days before Adams term expired,
In what ways was Adams opposed by Anderw Hamilton?,Hamilton wanted to control the army differently than Adams,
What information did he record in his diary?,Descriptions of events and ompressions of men,
What information did he record in his diary?,He wrote descriptions of events and impressions of men,
Who was defeated for re-election in the`` Revolution of 1800'' by Thomas Jefferson?,John Adams,
Who represented the Continental Congress in Europe?,John Adams,
What is now part of Adams National Historical Park?,John Adams' birthplace,
Is it true that adams had spent some time as the ambassador?,yes,
Is it true that massachuS08_setts sent him in 1774?,yes,
Who did MassachuS08_setts send in 1774?,John Adams,
"Are his last words often quoted as "" Thomas Jefferson survives "" . ?",yes,
The John Adams Library ,,
Adams ' opponents were what?,Democratic Republicans,
Did the election of 1800 not become a bitter and volatile battle ,,
What happened in 1764?,Adams married Abigail Smith,
Is a kangaroo a reptile?,no,
Is a kangaroo a reptile?,No,
Is a kangaroo on the Australian coat of arms?,yes,
Is a kangaroo on the Australian coat of arms?,Yes,
"Was James Cook the first to record the name ""Kangooroo?""",yes,
"Was James Cook the first to record the name ""Kangooroo?""",Yes,
What is a collective noun for kangaroos?,mob,
What is a collective noun for kangaroos?,Mob,
Where do joeys complete postnatal development?,marsupium,
Where do joeys complete postnatal development?,A pouch called a marsupium,
"What do kangaroos use for ""crawl-walking?""",its hind feet,
"What do kangaroos use for ""crawl-walking?""",Their hind feet and their tails,
Why do kangaroos have a wide bite?,The two sides of the lower jaw are not joined together and the lower incisors are farther apart.,
Why do kangaroos have a wide bite?,Because of grazing,
What is responsible for converting the hydrogen byproduct of fermentation into acetate?,bacteria,
What is responsible for converting the hydrogen byproduct of fermentation into acetate?,The digestive system of a kangaroo,
Are wild kangaroos shot for meat?,yes,
Are wild kangaroos shot for meat?,Yes,
Have kangaroos fared well since European S08_settlement?,yes,
Have kangaroos fared well since European S08_settlement?,Yes,
Do kangaroos have many natural predators?,no,
Do kangaroos have many natural predators?,No,
What is the average life expectancy of a kangaroo?,4.6 years,
What is the average life expectancy of a kangaroo?,about 4.6 years,
When did the first official report of kangaroo blindness take place?,1994,
When did the first official report of kangaroo blindness take place?,1994,
What are vehicles that frequent isolated roads often fitted with?,roo bars,
What are vehicles that frequent isolated roads often fitted with?,roo bars,
Do kangaroos eat plants?,yes,
Do kangaroos eat plants?,Yes,
What are some extinct predators of the kangaroo?,Thylacine,
What are some extinct predators of the kangaroo?,The Thylacine,
Is a Kangaroo a Marsupial?,NULL,
Is a Kangaroo a Marsupial?,Yes,
Is the kangaroo an herbivour?,NULL,
Is the kangaroo an herbivour?,Yes,
Are Kangaroos Shy?,NULL,
Are Kangaroos Shy?,Yes,
What method of locomotion do Kangaroos Use?,NULL,
What method of locomotion do Kangaroos Use?,hopping,
What is the average life expectancy of a kangaroo?,NULL,
What is the average life expectancy of a kangaroo?,4 to 6 years,
What is a collective noun for a kangaroo?,NULL,
What is a collective noun for a kangaroo?,a mob,
What is a roo?,NULL,
What is a roo?,a kangaroo,
What is used to protect a vehicale from a Kangaroo?,NULL,
What is used to protect a vehicale from a Kangaroo?,roo bars,
What method is used by Kangaroos to travel?,NULL,
What method is used by Kangaroos to travel?,hopping,
Who asked a nearby local what the creatures were called?,Captain James Cook and naturalist Sir Joseph Banks,
What are four species that are commonly referred to as kangaroos?,The Red Kangaroo,
Are kangaroos and wallabies adept swimmers?,yes,
Are kangaroos farmed to any extent?,No.,
Who also discovered that less than three percent of kangaroos exposed to the virus developed blindness ?,Veterinarians,
Different species of kangaroos eat what?,different diets,
Have Kangaroos dazzled by headlights or startled by engine noise been known to leap in front of cars ?,yes,
Is a collision with a vehicle capable of killing a kangaroo ?,yes,
Was the game of Marn grook played using a ball made from kangaroo by the Kurnai people ?,yes,
Have kangaroos large ,,
Is a kangaroo a marsupial from the family macropodidae -LRB- macropods ,,
What kinds of changes have larger kangaroos adapted much better to?,Changes wrought to the Australian landscape by humans.,
Have larger kangaroos adapted much better to changes?,yes,
Is the leopard smaller than the other members of Panthera?,yes,
Is the leopard smaller than the other members of Panthera?,Yes,
Is a leopard larger and less lanky than a cheetah?,yes,
Is a leopard larger and less lanky than a cheetah?,Yes,
Are large pythons potential prey for leopards?,yes,
Are large pythons potential prey for leopards?,Yes,
What may a leopard be mistaken for?,A cheetah or a jaguar,
What may a leopard be mistaken for?,A cheetah or a jaguar,
What is a hybrid animal resulting from a union between a leopard and a puma?,a pumapard,
What is a hybrid animal resulting from a union between a leopard and a puma?,A pumapard,
Where do leopards often hide their kills?,in dense vegetation,
Where do leopards often hide their kills?,in dense vegetation or in trees,
How did early naturalists distinguish between leopards and panthers?,by the length of their tails,
How did early naturalists distinguish between leopards and panthers?,By the length of the tail,
What are dark leopards known as colloquially?,Black Panthers,
What are dark leopards known as colloquially?,black panthers,
What shape are a leopard's black roS08_settes in East Africa?,circular,
What shape are a leopard's black roS08_settes in East Africa?,circular,
Is the leopard an Old World mammal?,yes,
Is the leopard an Old World mammal?,yes,
Is the leopard an Old World mammal?,.,
Is the leopard of the Felidae family?,yes,
Is the leopard of the Felidae family?,yes,
Is the leopard of the Felidae family?,NULL,
Is the leopard one of the four 'big cats'?,yes,
Is the leopard one of the four 'big cats'?,yes,
Is the leopard one of the four 'big cats'?,NULL,
Where is the leopard distributed?,southern Eurasia and Africa,
Where is the leopard distributed?,southern Eurasia and Africa,
Where is the leopard distributed?,NULL,
How long is a leopard's tail?,60 to 110cm,
How long is a leopard's tail?,60-110cm,
How long is a leopard's tail?,NULL,
How much does a leopard weigh?,Males are considerably larger than females and weigh 37 to 90 kg compared to 28 to 60 kg for females. ,
How much does a leopard weigh?,(because of ambiguity) - 28-90kg ,
How much does a leopard weigh?,NULL,
Does a male leopard weigh more than a female leopard?,yes,
Does a male leopard weigh more than a female leopard?,yes,
Does a male leopard weigh more than a female leopard?,NULL,
What is the difference between leopards and cheetahs?,The leopard has roS08_settes rather than cheetah's simple spots and the leopard is larger and less lanky than the cheetah.,
What is the difference between leopards and cheetahs?,The leopard has roS08_settes rather than cheetah's simple spots,
What is the difference between leopards and cheetahs?,NULL,
How does the distribution size of the leopard compare to the distribution of other wild cats?,As of 1996,
How does the distribution size of the leopard compare to the distribution of other wild cats?,the leopard had the largest distribution of any wild cat.,
How does the distribution size of the leopard compare to the distribution of other wild cats?,NULL,
What resembles that of the similarly-sized cougar in the Americas?,The leopard's ecological role,
What was one of the many species described in Linnaeus's 18th-century work,,
What sort of cats are solitary?,Leopards,
Are leopards circular?,No,
Is the leopard solitary?,Yes,
What centred in Sierra?,The leopard men,
Felis pardus was what?,One of the many species described in Linnaeus's 18th-century work,
Has the New Zealand Rugby League featured the Otahuhu Leopards and then the Tamaki Leopards ?,Yes,
Were the Leopard men a West African secret society who practised cannibalism ?,Yes,
Was the leopard tank a German designed tank which entered service in 1965 ?,Yes,
Is the black color heritable and caused by only one recessive gene locus ?,Yes,
Is the leopard -LRB- panthera pardus -RRB- an old world mammal of the felidae family and the smallest of the four (`` ` big cats ('' ' of the genus panthera ,,
Can a panther be any of several species of large felid?,Yes,
Is the leopard an agile and graceful predator?,Yes,
Is Liechtenstein bordered by Switzerland?,Yes,
Is Liechtenstein bordered by Switzerland?,Yes,
Is Liechtenstein the smallest German-speaking country in the world?,Yes,
Is Liechtenstein the smallest German-speaking country in the world?,Yes,
Was Liechtenstein part of the ancient Roman province of Raetia?,Yes,
Was Liechtenstein part of the ancient Roman province of Raetia?,Yes,
When was the first factory opened?,1836,
When was the first factory opened?,1836,
How many municipalities is Liechtenstein divided into?,11,
How many municipalities is Liechtenstein divided into?,11,
What is the national currency of Liechtenstein?,Swiss franc,
What is the national currency of Liechtenstein?,Swiss franc,
Has Leichtenstein worked to promote the county's image by prosecuting international money-laundering?,Yes,
What company administers Leichtenstein's railways?,Austrian Federal Railways,
What company administers Leichtenstein's railways?,Austrian Federal Railways,
What percentage of Liechtenstein's population is foreign-born?,two-thirds,
What percentage of Liechtenstein's population is foreign-born?,67%,
Is there an airport in Liechtenstein?,No.,
Is there an airport in Liechtenstein?,No,
Is Liechtenstein heavily urbanized?,No.,
Is Liechtenstein heavily urbanized?,No,
Is Liechtenstein doubly landlocked?,Yes.,
Is Liechtenstein doubly landlocked?,Yes,
Does Liechtenstein have an army?,No.,
Does Liechtenstein have an army?,No,
When was Liechtenstein's current constitution adopted?,October 1921.,
When was Liechtenstein's current constitution adopted?,Oct-21,
What is the official language of Liechtenstein?,German.,
What is the official language of Liechtenstein?,German,
What countries border Liechtenstein?,Switzerland and Austria.,
What countries border Liechtenstein?,Switzerland and Austria,
What Roman province was Liechtenstein part of?,Raetia.,
What Roman province was Liechtenstein part of?,Raetia,
How many municipalities are within Oberland?,6,
How many municipalities are within Oberland?,6,
What is the smallest German-speaking country in the world?,Liechtenstein,
The Savings and Loans Bank was founded,,
What enjoys one of the world's highest standards of living?,Liechtenstein's population,
Does the state court rule on the conformity of laws?,Yes,
What do most recognizable international company and largest employer have in common?,They are Hilti.,
Is Liechtenstein heavily urbanized?,No,
Was Liechtenstein completed in November 2000?,No,
What completed in November?,the Kunstmuseum Liechtenstein,
The State Court rules what?,on the conformity of laws with the constitution,
The Historical Society of the Principality of Liechtenstein plays what?,a role in preserving the culture and history of the country.,
Is the museum collection also the national art collection of Liechtenstein ?,Yes,
Is there a small heliport at Balzers in Liechtenstein available for charter helicopter flights ?,Yes,
Are nationals referred to by the plural : Liechtensteiners ?,Yes,
Is it a winter sports resort ,,
Is it a winter sports resort?,Yes,
Is it the smallest german-speaking country in the world?,Yes,
What happened in moravia ,,
Did Webster write,,
Did Webster write,,
Was the arrival of Louis Kossuth (exiled leader of a failed Hungarian revolution) another issue that presented itself during Fillmore's presidency?,Yes,
Was the arrival of Louis Kossuth (exiled leader of a failed Hungarian revolution) another issue that presented itself during Fillmore's presidency?,Yes,
Did he die at 11:10 p.m. on March 8,,
Did he die at 11:10 p.m. on March 8,,
Who got Seward elected to the senate?,Weed,
Who got Seward elected to the senate?,Weed ultimately got Seward elected to the senate,
Where was Commodore Matthew C. Perry sent to open Japan to Western trade?,Japan,
Where was Commodore Matthew C. Perry sent to open Japan to Western trade?,Commodore Matthew C. Perry send to Japan,
What is The Remarkable Millard Fillmore?,A fake biography based on real events that happened in Fillmore's life.,
What is The Remarkable Millard Fillmore?,In 2007,
Did Fillmore form a law partnership before or after he founded the private University of Buffalo?,Before.,
Did Fillmore form a law partnership before or after he founded the private University of Buffalo?,Law partnership founded before University of Buffalo,
Did Fillmore run for President a second time?,Yes,
Did Fillmore run for President a second time?,I don't know (semantic ambiguity),
How long after the death of his first wife did Fillmore marry Caroline McIntosh?,where is the death date of his first wife?,
Was Millard Fillmore the thirteenth President of the United States?,yes,
